cpu_name,passmark_score,passmark_rank,passmark_value
Intel Xeon E5-2678 v3 @ 2.50GHz,14627,1206,137.75
Intel Xeon E5-2679 v4 @ 2.50GHz,24131,697,8.93
Intel Xeon E5-2680 @ 2.70GHz,9274,1615,2.57
Intel Xeon E5-2680 v2 @ 2.80GHz,12721,1352,97.89
Intel Xeon E5-2680 v3 @ 2.50GHz,14846,1190,69.89
Intel Xeon E5-2680 v4 @ 2.40GHz,17240,1064,81.34
Intel Xeon E5-2680R v4 @ 2.40GHz,17487,1050,
Intel Xeon E5-2682 v4 @ 2.50GHz,18448,985,
Intel Xeon E5-2683 v3 @ 2.00GHz,14778,1194,77.8
Intel Xeon E5-2683 v4 @ 2.10GHz,17457,1053,52.91
Intel Xeon E5-2685 v3 @ 2.60GHz,12944,1339,
Intel Xeon E5-2686 v3 @ 2.00GHz,18148,1005,
Intel Xeon E5-2686 v4 @ 2.30GHz,19835,912,
Intel Xeon E5-2687W @ 3.10GHz,10036,1537,47.8
Intel Xeon E5-2687W v2 @ 3.40GHz,12319,1377,
Intel Xeon E5-2687W v3 @ 3.10GHz,14538,1211,19.39
Intel Xeon E5-2687W v4 @ 3.00GHz,17723,1035,24.63
Intel Xeon E5-2689 @ 2.60GHz,9474,1588,51.84
Intel Xeon E5-2689 v4 @ 3.10GHz,17084,1073,
Intel Xeon E5-2690 @ 2.90GHz,9750,1570,5.18
Intel Xeon E5-2690 v2 @ 3.00GHz,13349,1302,67.1
Intel Xeon E5-2690 v3 @ 2.60GHz,16002,1134,4.53
Intel Xeon E5-2690 v4 @ 2.60GHz,19244,946,
Intel Xeon E5-2692 v2 @ 2.20GHz,12119,1386,
Intel Xeon E5-2695 v2 @ 2.40GHz,13364,1301,135.05
Intel Xeon E5-2695 v3 @ 2.30GHz,16555,1099,48.7
Intel Xeon E5-2695 v4 @ 2.10GHz,18855,959,3.04
Intel Xeon E5-2696 v2 @ 2.50GHz,14080,1248,
Intel Xeon E5-2696 v3 @ 2.30GHz,21437,823,39.19
Intel Xeon E5-2696 v4 @ 2.20GHz,24796,668,84.06
Intel Xeon E5-2697 v2 @ 2.70GHz,14246,1229,73.65
Intel Xeon E5-2697 v3 @ 2.60GHz,18161,1004,
Intel Xeon E5-2697 v4 @ 2.30GHz,20864,850,16.33
Intel Xeon E5-2697A v4 @ 2.60GHz,21590,814,
Intel Xeon E5-2697R v4 @ 2.30GHz,20843,852,
Intel Xeon E5-2698 v3 @ 2.30GHz,18812,963,2.14
Intel Xeon E5-2698 v4 @ 2.20GHz,22575,762,24.84
Intel Xeon E5-2698B v3 @ 2.00GHz,16287,1113,
Intel Xeon E5-2698R v4 @ 2.20GHz,25605,636,
Intel Xeon E5-2699 v3 @ 2.30GHz,20043,904,37.82
Intel Xeon E5-2699 v4 @ 2.20GHz,24711,673,22.9
Intel Xeon E5-2699A v4 @ 2.40GHz,26759,598,5.42
Intel Xeon E5-2699C v4 @ 2.20GHz,21113,842,
Intel Xeon E5-4603 @ 2.00GHz,3391,2795,7.55
Intel Xeon E5-4607 v2 @ 2.60GHz,6986,1916,95.96
Intel Xeon E5-4610 @ 2.40GHz,6460,2013,30.58
Intel Xeon E5-4610 v3 @ 1.70GHz,7229,1869,5.93
Intel Xeon E5-4617 @ 2.90GHz,6298,2049,175.52
Intel Xeon E5-4620 @ 2.20GHz,6635,1978,112.89
Intel Xeon E5-4620 v2 @ 2.60GHz,9424,1597,103.56
Intel Xeon E5-4620 v3 @ 2.00GHz,10525,1503,521.58
Intel Xeon E5-4627 v2 @ 3.30GHz,9425,1596,18.89
Intel Xeon E5-4627 v3 @ 2.60GHz,11344,1446,4.73
Intel Xeon E5-4627 v4 @ 2.60GHz,12969,1336,12.97
Intel Xeon E5-4628L v4 @ 1.80GHz,11503,1433,4.54
Intel Xeon E5-4640 @ 2.40GHz,7012,1910,2.34
Intel Xeon E5-4640 v3 @ 1.90GHz,10372,1513,
Intel Xeon E5-4648 v3 @ 1.70GHz,9061,1642,
Intel Xeon E5-4650 @ 2.70GHz,8612,1677,615.58
Intel Xeon E5-4650 v2 @ 2.40GHz,10946,1476,43.79
Intel Xeon E5-4650 v3 @ 2.10GHz,10838,1485,2.82
Intel Xeon E5-4650 v4 @ 2.20GHz,16225,1116,165.56
Intel Xeon E5-4650L @ 2.60GHz,8533,1686,1.58
Intel Xeon E5-4655 v3 @ 2.90GHz,9377,1604,2.03
Intel Xeon E5-4655 v4 @ 2.50GHz,10912,1481,2.36
Intel Xeon E5-4657L v2 @ 2.40GHz,11613,1425,15.46
Intel Xeon E5-4660 v3 @ 2.10GHz,14167,1241,2.95
Intel Xeon E5-4660 v4 @ 2.20GHz,15375,1164,4.26
Intel Xeon E5-4667 v3 @ 2.00GHz,15397,1161,2.69
Intel Xeon E5-4667 v4 @ 2.20GHz,20319,888,3.55
Intel Xeon E5-4669 v3 @ 2.10GHz,17430,1057,3.23
Intel Xeon E5-4669 v4 @ 2.20GHz,20729,860,
Intel Xeon E5205 @ 1.86GHz,838,4573,58.75
Intel Xeon E5240 @ 3.00GHz,1448,3955,16.32
Intel Xeon E5310 @ 1.60GHz,1306,4072,26.65
Intel Xeon E5320 @ 1.86GHz,1469,3938,37.91
Intel Xeon E5335 @ 2.00GHz,1549,3881,87.15
Intel Xeon E5345 @ 2.33GHz,1868,3648,124.61
Intel Xeon E5405 @ 2.00GHz,1753,3736,16.7
Intel Xeon E5410 @ 2.33GHz,2032,3531,190.06
Intel Xeon E5420 @ 2.50GHz,2044,3524,8.18
Intel Xeon E5430 @ 2.66GHz,2256,3392,9.81
Intel Xeon E5440 @ 2.83GHz,2367,3322,62.31
Intel Xeon E5450 @ 3.00GHz,2581,3187,69.78
Intel Xeon E5462 @ 2.80GHz,2213,3424,9.79
Intel Xeon E5472 @ 3.00GHz,2333,3344,116.4
Intel Xeon E5502 @ 1.87GHz,837,4574,21.47
Intel Xeon E5503 @ 2.00GHz,804,4601,6.28
Intel Xeon E5504 @ 2.00GHz,1652,3804,56.98
Intel Xeon E5506 @ 2.13GHz,1961,3575,22.13
Intel Xeon E5507 @ 2.27GHz,1905,3625,19.05
Intel Xeon E5520 @ 2.27GHz,2541,3215,94.15
Intel Xeon E5530 @ 2.40GHz,2739,3100,91.33
Intel Xeon E5540 @ 2.53GHz,2805,3065,31.55
Intel Xeon E5603 @ 1.60GHz,1935,3596,21.74
Intel Xeon E5606 @ 2.13GHz,2443,3272,30.54
Intel Xeon E5607 @ 2.27GHz,2578,3191,92.09
Intel Xeon E5620 @ 2.40GHz,3621,2715,80.46
Intel Xeon E5630 @ 2.53GHz,3785,2649,24.58
Intel Xeon E5640 @ 2.67GHz,3880,2614,56.15
Intel Xeon E5645 @ 2.40GHz,4942,2356,36.08
Intel Xeon E5649 @ 2.53GHz,5659,2183,43.55
Intel Xeon E7- 2830 @ 2.13GHz,2027,3535,1.14
Intel Xeon E7-4809 v2 @ 1.90GHz,16471,1103,
Intel Xeon E7-8880 v3 @ 2.30GHz,18244,1000,137.17
Intel Xeon E7-8891 v3 @ 2.80GHz,21615,813,3.16
Intel Xeon E7320 @ 2.13GHz,1469,3937,
Intel Xeon Gold 5115 @ 2.40GHz,15085,1182,43.19
Intel Xeon Gold 5117 @ 2.00GHz,16897,1082,
Intel Xeon Gold 5118 @ 2.30GHz,16699,1093,37.2
Intel Xeon Gold 5120 @ 2.20GHz,18191,1002,11.65
Intel Xeon Gold 5120T @ 2.20GHz,18127,1010,10.5
Intel Xeon Gold 5122 @ 3.60GHz,8867,1658,27.01
Intel Xeon Gold 5215 @ 2.20GHz,16304,1110,11.45
Intel Xeon Gold 5215 @ 2.50GHz,15757,1144,15.77
Intel Xeon Gold 5217 @ 3.00GHz,15429,1159,15.44
Intel Xeon Gold 5218 @ 2.30GHz,21685,808,54.78
Intel Xeon Gold 5218R @ 2.10GHz,25000,656,38.95
Intel Xeon Gold 5218T @ 2.10GHz,21433,824,15.89
Intel Xeon Gold 5220 @ 2.20GHz,24480,683,25.77
Intel Xeon Gold 5220R @ 2.20GHz,30372,484,29.91
Intel Xeon Gold 5222 @ 3.80GHz,9355,1609,15.62
Intel Xeon Gold 5315Y @ 3.20GHz,20477,879,10.24
Intel Xeon Gold 5317 @ 3.00GHz,27489,575,24.99
Intel Xeon Gold 5318H @ 2.50GHz,29301,517,23.02
Intel Xeon Gold 5318Y @ 2.10GHz,33139,419,22.48
Intel Xeon Gold 5320 @ 2.20GHz,37558,355,21.59
Intel Xeon Gold 5320H @ 2.40GHz,31718,446,20.4
Intel Xeon Gold 5320T @ 2.30GHz,30259,491,15.31
Intel Xeon Gold 5412U,51599,220,46.36
Intel Xeon Gold 5415+,24842,665,23.3
Intel Xeon Gold 5416S,35515,378,37.62
Intel Xeon Gold 5418Y,45660,272,30.79
Intel Xeon Gold 5420+,58209,169,31.5
Intel Xeon Gold 5512U,60407,151,46.28
Intel Xeon Gold 5515+,26359,610,23.98
Intel Xeon Gold 5520+,61227,147,33.1
Intel Xeon Gold 6122 @ 1.80GHz,23781,712,11.88
Intel Xeon Gold 6126 @ 2.60GHz,17492,1048,118.99
Intel Xeon Gold 6126T @ 2.60GHz,20821,853,16.66
Intel Xeon Gold 6128 @ 3.40GHz,12887,1342,61.16
Intel Xeon Gold 6130 @ 2.10GHz,21253,832,22.4
Intel Xeon Gold 6130T @ 2.10GHz,21804,803,8.55
Intel Xeon Gold 6132 @ 2.60GHz,22447,766,345.34
Intel Xeon Gold 6134 @ 3.20GHz,16519,1100,41.18
Intel Xeon Gold 6136 @ 3.00GHz,21015,846,28.02
Intel Xeon Gold 6137 @ 3.90GHz,19365,942,
Intel Xeon Gold 6138 @ 2.00GHz,23976,704,111.2
Intel Xeon Gold 6138T @ 2.00GHz,20356,886,2.75
Intel Xeon Gold 6140 @ 2.30GHz,24187,696,59.47
Intel Xeon Gold 6142 @ 2.60GHz,25101,652,58.36
Intel Xeon Gold 6143 @ 2.80GHz,24786,670,
Intel Xeon Gold 6144 @ 3.50GHz,18040,1017,36.53
Intel Xeon Gold 6146 @ 3.20GHz,22595,761,30.95
Intel Xeon Gold 6148 @ 2.40GHz,29021,527,100.07
Intel Xeon Gold 6150 @ 2.70GHz,26447,608,134.93
Intel Xeon Gold 6152 @ 2.10GHz,24572,678,46.17
Intel Xeon Gold 6154 @ 3.00GHz,27438,579,70.36
Intel Xeon Gold 6208U @ 2.90GHz,24480,684,25.77
Intel Xeon Gold 6210U @ 2.50GHz,28861,530,30.99
Intel Xeon Gold 6212U @ 2.40GHz,27470,576,7.07
Intel Xeon Gold 6222V @ 1.80GHz,24254,693,14.18
Intel Xeon Gold 6226 @ 2.70GHz,20619,869,41.32
Intel Xeon Gold 6226R @ 2.90GHz,26355,611,33.07
Intel Xeon Gold 6230 @ 2.10GHz,26179,617,104.72
Intel Xeon Gold 6230R @ 2.10GHz,32591,427,55.02
Intel Xeon Gold 6234 @ 3.30GHz,17274,1063,49.35
Intel Xeon Gold 6238 @ 2.10GHz,29118,523,45.36
Intel Xeon Gold 6238R @ 2.20GHz,34751,390,44.1
Intel Xeon Gold 6240 @ 2.60GHz,25520,639,58.65
Intel Xeon Gold 6240R @ 2.40GHz,33353,416,46.28
Intel Xeon Gold 6242 @ 2.80GHz,24303,690,26.8
Intel Xeon Gold 6242R @ 3.10GHz,36011,373,46.2
Intel Xeon Gold 6244 @ 3.60GHz,18818,962,6.34
Intel Xeon Gold 6246 @ 3.30GHz,22571,763,7.25
Intel Xeon Gold 6246R @ 3.40GHz,30468,481,34.27
Intel Xeon Gold 6248 @ 2.50GHz,29598,508,180.48
Intel Xeon Gold 6248R @ 3.00GHz,35434,380,24.03
Intel Xeon Gold 6250 @ 3.90GHz,20552,872,10.28
Intel Xeon Gold 6252 @ 2.10GHz,27148,588,40.15
Intel Xeon Gold 6253CL @ 3.10GHz,28549,535,
Intel Xeon Gold 6254 @ 3.10GHz,32413,433,36.06
Intel Xeon Gold 6256 @ 3.60GHz,25334,643,6.5
Intel Xeon Gold 6258R @ 2.70GHz,37774,351,26.98
Intel Xeon Gold 6262 @ 1.90GHz,21823,802,
Intel Xeon Gold 6266C @ 3.00GHz,29049,526,
Intel Xeon Gold 6268CL @ 2.80GHz,34558,393,
Intel Xeon Gold 6278C @ 2.60GHz,32835,423,
Intel Xeon Gold 6312U @ 2.40GHz,41628,305,23.0
Intel Xeon Gold 6314U @ 2.30GHz,48916,243,17.58
Intel Xeon Gold 6326 @ 2.90GHz,33764,408,16.56
Intel Xeon Gold 6330 @ 2.00GHz,42072,304,33.13
Intel Xeon Gold 6330N @ 2.20GHz,36360,368,20.22
Intel Xeon Gold 6334 @ 3.60GHz,20512,874,10.83
Intel Xeon Gold 6336Y @ 2.40GHz,45517,273,18.21
Intel Xeon Gold 6338 @ 2.00GHz,40225,324,25.07
Intel Xeon Gold 6338N @ 2.20GHz,42086,303,9.01
Intel Xeon Gold 6338T @ 2.10GHz,35801,375,11.41
Intel Xeon Gold 6342 @ 2.80GHz,47076,259,14.28
Intel Xeon Gold 6346 @ 3.10GHz,37751,352,17.2
Intel Xeon Gold 6348 @ 2.60GHz,51843,216,24.72
Intel Xeon Gold 6354 @ 3.00GHz,39400,335,13.59
Intel Xeon Gold 6414U,57200,183,24.91
Intel Xeon Gold 6416H,40606,319,28.12
Intel Xeon Gold 6418H,51711,217,25.04
Intel Xeon Gold 6421N,58797,161,24.83
Intel Xeon Gold 6423N,57434,175,26.58
Intel Xeon Gold 6426Y,37944,350,25.01
Intel Xeon Gold 6430,53066,207,28.37
Intel Xeon Gold 6434,28111,553,11.94
Intel Xeon Gold 6438N,52789,210,15.75
Intel Xeon Gold 6438Y+,62660,136,19.95
Intel Xeon Gold 6442Y,58534,164,20.34
Intel Xeon Gold 6444Y,47176,258,13.02
Intel Xeon Gold 6448H,70280,103,19.21
Intel Xeon Gold 6448Y,60449,150,16.87
Intel Xeon Gold 6450C,38571,341,
Intel Xeon Gold 6526Y,43018,297,17.21
Intel Xeon Gold 6530,45989,266,24.58
Intel Xeon Gold 6534,29786,504,
Intel Xeon Gold 6538N,44895,282,13.4
Intel Xeon Gold 6542Y,60144,153,20.9
Intel Xeon Gold 6544Y,51181,223,9.14
Intel Xeon Gold 6548Y+,73387,94,19.7
Intel Xeon Gold 6554S,50777,226,16.2
Intel Xeon L3110 @ 3.00GHz,1338,4042,
Intel Xeon L3360 @ 2.83GHz,2412,3295,27.03
Intel Xeon L3406 @ 2.27GHz,1104,4265,4.28
Intel Xeon L3426 @ 1.87GHz,2742,3099,13.71
Intel Xeon L5240 @ 3.00GHz,1337,4045,42.57
Intel Xeon L5310 @ 1.60GHz,1385,4009,12.31
Intel Xeon L5320 @ 1.86GHz,1118,4253,15.97
Intel Xeon L5335 @ 2.00GHz,1737,3749,92.43
Intel Xeon L5408 @ 2.13GHz,1769,3728,
Intel Xeon L5410 @ 2.33GHz,1853,3657,18.52
Intel Xeon L5420 @ 2.50GHz,2143,3465,77.91
Intel Xeon L5430 @ 2.66GHz,2260,3389,10.32
Intel Xeon L5520 @ 2.27GHz,2319,3353,79.97
Intel Xeon L5530 @ 2.40GHz,2522,3226,40.68
Intel Xeon L5609 @ 1.87GHz,3298,2838,
Intel Xeon L5630 @ 2.13GHz,3048,2955,27.15
Intel Xeon L5638 @ 2.00GHz,3707,2682,53.03
Intel Xeon L5639 @ 2.13GHz,4419,2472,
Intel Xeon L5640 @ 2.27GHz,4659,2410,51.8
Intel Xeon L7455 @ 2.13GHz,2494,3237,
Intel Xeon Max 9480,82913,69,90.08
Intel Xeon MV 3.20GHz,756,4666,
Intel Xeon Phi 7210 @ 1.30GHz,7306,1854,3.88
Intel Xeon Phi 7290 @ 1.50GHz,17839,1031,5.55
Intel Xeon Platinum 8124M @ 3.00GHz,24952,658,
Intel Xeon Platinum 8151 @ 3.40GHz,16208,1120,
Intel Xeon Platinum 8160 @ 2.10GHz,29419,514,24.93
Intel Xeon Platinum 8167M @ 2.00GHz,24751,672,
Intel Xeon Platinum 8168 @ 2.70GHz,32373,434,24.92
Intel Xeon Platinum 8171M @ 2.60GHz,29613,507,
Intel Xeon Platinum 8173M @ 2.00GHz,28025,556,
Intel Xeon Platinum 8175M @ 2.50GHz,26659,601,
Intel Xeon Platinum 8176 @ 2.10GHz,23179,734,8.3
Intel Xeon Platinum 8180 @ 2.50GHz,38259,346,16.19
Intel Xeon Platinum 8180M @ 2.50GHz,30313,486,
Intel Xeon Platinum 8252C @ 3.80GHz,28147,551,
Intel Xeon Platinum 8259CL @ 2.50GHz,31403,455,
Intel Xeon Platinum 8260 @ 2.40GHz,30720,473,18.73
Intel Xeon Platinum 8260C @ 2.40GHz,34420,396,
Intel Xeon Platinum 8260M @ 2.30GHz,33970,404,4.41
Intel Xeon Platinum 8260M @ 2.40GHz,34592,392,
Intel Xeon Platinum 8268 @ 2.90GHz,35734,376,5.95
Intel Xeon Platinum 8270 @ 2.70GHz,33602,411,9.79
Intel Xeon Platinum 8273CL @ 2.20GHz,37320,357,
Intel Xeon Platinum 8275CL @ 3.00GHz,40794,316,
Intel Xeon Platinum 8280 @ 2.70GHz,36830,362,12.53
Intel Xeon Platinum 8280M @ 2.70GHz,37665,353,3.29
Intel Xeon Platinum 8347C @ 2.10GHz,49386,237,
Intel Xeon Platinum 8358 @ 2.60GHz,54416,200,12.66
Intel Xeon Platinum 8360Y @ 2.40GHz,54078,203,19.31
Intel Xeon Platinum 8362 @ 2.80GHz,56787,186,9.89
Intel Xeon Platinum 8368Q @ 2.60GHz,46681,262,
Intel Xeon Platinum 8375C @ 2.90GHz,56202,192,
Intel Xeon Platinum 8380 @ 2.30GHz,62318,139,8.54
Intel Xeon Platinum 8454H,62347,137,9.53
Intel Xeon Platinum 8461V,74982,88,16.7
Intel Xeon Platinum 8469C,64513,126,
Intel Xeon Platinum 8470 @2.00GHz,89850,55,9.6
Intel Xeon Platinum 8475B,3280,2844,
Intel Xeon Platinum 8481C @ 2.70GHz,11646,1423,
Intel Xeon Platinum 8488C,88667,57,
Intel Xeon Platinum 8562Y+,50189,231,8.44
Intel Xeon Platinum 8568Y+,79683,79,12.26
Intel Xeon Platinum 8570,93722,49,9.77
Intel Xeon Platinum 8571N,68385,111,
Intel Xeon Platinum 8575C,3342,2819,
Intel Xeon Platinum 8581C @ 2.30GHz,8040,1747,
Intel Xeon Platinum 8592+,84013,64,7.24
Intel Xeon Platinum P-8124 @ 3.00GHz,22674,757,
Intel Xeon Silver 4108 @ 1.80GHz,9177,1627,306.0
Intel Xeon Silver 4109T @ 2.00GHz,10348,1518,24.35
Intel Xeon Silver 4110 @ 2.10GHz,10313,1521,104.68
Intel Xeon Silver 4112 @ 2.60GHz,6540,1996,28.38
Intel Xeon Silver 4114 @ 2.20GHz,13144,1321,285.81
Intel Xeon Silver 4116 @ 2.10GHz,14918,1187,621.84
Intel Xeon Silver 4116T @ 2.10GHz,15187,1175,13.66
Intel Xeon Silver 4123 @ 3.00GHz,14405,1219,
Intel Xeon Silver 4208 @ 2.10GHz,11000,1472,33.85
Intel Xeon Silver 4209T @ 2.20GHz,11080,1463,17.07
Intel Xeon Silver 4210 @ 2.20GHz,13502,1297,76.97
Intel Xeon Silver 4210R @ 2.40GHz,15188,1174,28.93
Intel Xeon Silver 4214 @ 2.20GHz,16472,1102,10.3
Intel Xeon Silver 4214R @ 2.40GHz,17489,1049,33.96
Intel Xeon Silver 4214Y @ 2.20GHz,16442,1104,21.92
Intel Xeon Silver 4215 @ 2.50GHz,13592,1287,24.99
Intel Xeon Silver 4215R @ 3.20GHz,14683,1199,18.38
Intel Xeon Silver 4216 @ 2.10GHz,21074,843,26.34
Intel Xeon Silver 4216R @ 2.20GHz,24027,700,
Intel Xeon Silver 4309Y @ 2.80GHz,18791,965,21.01
Intel Xeon Silver 4310 @ 2.10GHz,21903,799,32.96
Intel Xeon Silver 4310T @ 2.30GHz,20641,867,20.66
Intel Xeon Silver 4314 @ 2.40GHz,29095,525,26.46
Intel Xeon Silver 4316 @ 2.30GHz,32556,428,27.13
Intel Xeon Silver 4410T,27245,585,51.22
Intel Xeon Silver 4410Y,24948,659,44.31
Intel Xeon Silver 4416+,43659,288,37.12
Intel Xeon Silver 4509Y,18749,968,
Intel Xeon Silver 4510,32247,438,57.28
Intel Xeon Silver 4510T,29119,522,46.67
Intel Xeon Silver 4514Y,30621,476,25.54
Intel Xeon W-10855M @ 2.80GHz,12218,1381,27.15
Intel Xeon W-10885M @ 2.40GHz,15540,1152,24.94
Intel Xeon W-11155MLE @ 1.80GHz,8502,1692,35.13
Intel Xeon W-11555MLE @ 1.90GHz,11488,1435,33.01
Intel Xeon W-11555MRE @ 2.60GHz,17484,1051,53.63
Intel Xeon W-11855M @ 3.20GHz,17433,1055,38.74
Intel Xeon W-11865MLE @ 1.50GHz,15917,1138,34.08
Intel Xeon W-11865MRE @ 2.60GHz,18550,977,38.65
Intel Xeon W-11955M @ 2.60GHz,21688,807,34.81
Intel Xeon W-1250 @ 3.30GHz,13657,1282,40.95
Intel Xeon W-1250E @ 3.50GHz,12566,1361,48.33
Intel Xeon W-1250P @ 4.10GHz,14283,1227,44.43
Intel Xeon W-1250TE @ 2.40GHz,8954,1649,31.31
Intel Xeon W-1270 @ 3.40GHz,17525,1045,48.41
Intel Xeon W-1270E @ 3.40GHz,18635,971,50.78
Intel Xeon W-1270P @ 3.80GHz,18058,1015,38.38
Intel Xeon W-1270TE @ 2.00GHz,13553,1291,36.93
Intel Xeon W-1290 @ 3.20GHz,20112,900,34.17
Intel Xeon W-1290E @ 3.50GHz,19060,953,38.12
Intel Xeon W-1290P @ 3.70GHz,22373,769,34.45
Intel Xeon W-1290T @ 1.90GHz,18409,988,37.27
Intel Xeon W-1290TE @ 1.80GHz,14501,1212,26.27
Intel Xeon W-1350 @ 3.30GHz,18742,969,55.78
Intel Xeon W-1350P @ 4.00GHz,19611,924,52.69
Intel Xeon W-1370 @ 2.90GHz,22948,742,48.93
Intel Xeon W-1370P @ 3.60GHz,23496,721,46.16
Intel Xeon W-1390 @ 2.80GHz,23902,707,41.64
Intel Xeon W-1390P @ 3.50GHz,24898,661,
Intel Xeon W-2102 @ 2.90GHz,5142,2315,17.92
Intel Xeon W-2104 @ 3.20GHz,5539,2218,21.72
Intel Xeon W-2123 @ 3.60GHz,8519,1687,19.95
Intel Xeon W-2125 @ 4.00GHz,9987,1540,23.23
Intel Xeon W-2133 @ 3.60GHz,12599,1358,20.42
Intel Xeon W-2135 @ 3.70GHz,14377,1223,14.27
Intel Xeon W-2140B @ 3.20GHz,17308,1061,
Intel Xeon W-2145 @ 3.70GHz,18012,1024,14.71
Intel Xeon W-2150B @ 3.00GHz,20496,878,
Intel Xeon W-2155 @ 3.30GHz,20793,855,13.59
Intel Xeon W-2170B @ 2.50GHz,24448,686,
Intel Xeon W-2175 @ 2.50GHz,23507,720,54.41
Intel Xeon W-2191B @ 2.30GHz,28342,543,
Intel Xeon W-2195 @ 2.30GHz,28017,557,10.01
Intel Xeon W-2223 @ 3.60GHz,8609,1679,21.58
Intel Xeon W-2225 @ 4.10GHz,10420,1511,22.07
Intel Xeon W-2235 @ 3.80GHz,14240,1233,21.35
Intel Xeon W-2245 @ 3.90GHz,19417,938,27.74
Intel Xeon W-2255 @ 3.70GHz,22559,764,42.97
Intel Xeon W-2265 @ 3.50GHz,25720,632,38.79
Intel Xeon W-2275 @ 3.30GHz,27888,561,33.2
Intel Xeon W-2295 @ 3.00GHz,30902,469,22.47
Intel Xeon W-3175X @ 3.10GHz,46125,263,15.18
Intel Xeon W-3223 @ 3.50GHz,16937,1080,20.64
Intel Xeon W-3225 @ 3.70GHz,18251,999,13.84
Intel Xeon W-3235 @ 3.30GHz,25586,637,12.8
Intel Xeon W-3245 @ 3.20GHz,31069,466,11.58
Intel Xeon W-3245M @ 3.20GHz,28494,538,5.7
Intel Xeon W-3265 @ 2.70GHz,30105,497,6.61
Intel Xeon W-3265M @ 2.70GHz,35506,379,5.59
Intel Xeon W-3275 @ 2.50GHz,39449,334,8.06
Intel Xeon W-3275M @ 2.50GHz,39983,329,5.36
Intel Xeon W-3323 @ 3.50GHz,27822,564,29.32
Intel Xeon W-3335 @ 3.40GHz,39293,337,30.25
Intel Xeon W-3345 @ 3.00GHz,48140,251,19.26
Intel Xeon W-3365 @ 2.70GHz,57312,179,14.88
Intel Xeon W-3375 @ 2.50GHz,59091,160,13.13
Intel Xeon w3-2423,15817,1142,
Intel Xeon w3-2425,18874,957,35.68
Intel Xeon w3-2435,25977,624,38.83
Intel Xeon w3-2525,28502,536,46.8
Intel Xeon w3-2535,33367,415,
Intel Xeon W3503 @ 2.40GHz,1100,4267,110.13
Intel Xeon W3505 @ 2.53GHz,1163,4205,78.26
Intel Xeon W3520 @ 2.67GHz,2941,3010,117.63
Intel Xeon W3530 @ 2.80GHz,3066,2945,9.07
Intel Xeon W3540 @ 2.93GHz,3075,2943,20.64
Intel Xeon W3550 @ 3.07GHz,3256,2852,65.19
Intel Xeon W3565 @ 3.20GHz,3391,2794,56.56
Intel Xeon W3570 @ 3.20GHz,3267,2850,6.95
Intel Xeon W3580 @ 3.33GHz,3638,2705,16.96
Intel Xeon W3670 @ 3.20GHz,6424,2015,21.76
Intel Xeon W3680 @ 3.33GHz,7020,1907,56.14
Intel Xeon W3690 @ 3.47GHz,7185,1878,46.64
Intel Xeon w5-2445,32197,439,38.38
Intel Xeon w5-2455X,37096,361,32.28
Intel Xeon w5-2465X,45251,277,29.62
Intel Xeon w5-2545,40782,317,45.87
Intel Xeon w5-2555X,47638,254,44.56
Intel Xeon w5-2565X,52378,211,33.76
Intel Xeon w5-3423,28210,549,23.73
Intel Xeon w5-3425,36225,370,30.47
Intel Xeon w5-3433,33120,420,
Intel Xeon w5-3435X,44998,281,26.61
Intel Xeon w5-3525,45498,274,33.98
Intel Xeon w5-3535X,54737,198,27.91
Intel Xeon W5580 @ 3.20GHz,3459,2761,5.97
Intel Xeon W5590 @ 3.33GHz,3373,2805,2.4
Intel Xeon w7-2475X,53211,205,27.9
Intel Xeon w7-2495X,57202,182,19.69
Intel Xeon w7-2575X,52951,208,27.11
Intel Xeon w7-2595X,66049,119,28.33
Intel Xeon w7-3445,48991,240,24.63
Intel Xeon w7-3455,54998,196,22.1
Intel Xeon w7-3465X,61600,144,20.01
Intel Xeon w7-3545,58453,166,28.67
Intel Xeon w7-3555,67754,113,28.97
Intel Xeon w7-3565X,71085,101,24.56
Intel Xeon w9-3475X,65016,124,16.84
Intel Xeon w9-3495X,90444,54,15.36
Intel Xeon w9-3575X,85569,60,22.58
Intel Xeon w9-3595X,98602,42,16.74
Intel Xeon X3210 @ 2.13GHz,1293,4083,6.96
Intel Xeon X3220 @ 2.40GHz,1973,3570,29.83
Intel Xeon X3230 @ 2.66GHz,2052,3520,5.86
Intel Xeon X3320 @ 2.50GHz,2082,3501,9.07
Intel Xeon X3323 @ 2.50GHz,2030,3533,104.83
Intel Xeon X3330 @ 2.66GHz,2102,3489,10.01
Intel Xeon X3350 @ 2.66GHz,2291,3367,38.2
Intel Xeon X3353 @ 2.66GHz,2283,3376,31.06
Intel Xeon X3360 @ 2.83GHz,2424,3285,60.62
Intel Xeon X3363 @ 2.83GHz,2382,3312,27.19
Intel Xeon X3370 @ 3.00GHz,2555,3204,63.87
Intel Xeon X3380 @ 3.16GHz,2568,3196,5.04
Intel Xeon X3430 @ 2.40GHz,2323,3352,14.06
Intel Xeon X3440 @ 2.53GHz,2769,3084,64.39
Intel Xeon X3450 @ 2.67GHz,2881,3032,73.88
Intel Xeon X3460 @ 2.80GHz,2951,3003,40.4
Intel Xeon X3470 @ 2.93GHz,3350,2817,35.43
Intel Xeon X3480 @ 3.07GHz,3335,2824,
