cpu_name,passmark_score,passmark_rank,passmark_value
Intel Celeron 2.26GHz,182,5413,
Intel Celeron 2.30GHz,148,5458,
Intel Celeron 2.40GHz,143,5464,
Intel Celeron 2.50GHz,164,5433,
Intel Celeron 2.53GHz,222,5352,
Intel Celeron 2.60GHz,143,5463,
Intel Celeron 2.66GHz,131,5481,
Intel Celeron 2.70GHz,159,5440,
Intel Celeron 2.80GHz,190,5399,
Intel Celeron 2.93GHz,230,5342,
Intel Celeron 2000E @ 2.20GHz,1607,3832,
Intel Celeron 2002E @ 1.50GHz,1091,4278,12.68
Intel Celeron 215 @ 1.33GHz,174,5423,
Intel Celeron 220 @ 1.20GHz,209,5365,
Intel Celeron 2950M @ 2.00GHz,1238,4135,
Intel Celeron 2955U @ 1.40GHz,905,4493,
Intel Celeron 2957U @ 1.40GHz,853,4551,
Intel Celeron 2961Y @ 1.10GHz,684,4760,
Intel Celeron 2970M @ 2.20GHz,1501,3921,
Intel Celeron 2980U @ 1.60GHz,1092,4277,
Intel Celeron 2981U @ 1.60GHz,1036,4350,
Intel Celeron 3.06GHz,307,5227,
Intel Celeron 3.20GHz,267,5283,
Intel Celeron 3.33GHz,263,5288,
Intel Celeron 3205U @ 1.50GHz,961,4430,3.35
Intel Celeron 3215U @ 1.70GHz,1102,4266,
Intel Celeron 3755U @ 1.70GHz,1182,4190,
Intel Celeron 3765U @ 1.90GHz,1252,4119,
Intel Celeron 3855U @ 1.60GHz,1215,4153,13.61
Intel Celeron 3865U @ 1.80GHz,1346,4037,
Intel Celeron 3867U @ 1.80GHz,1449,3954,13.54
Intel Celeron 3955U @ 2.00GHz,1455,3948,
Intel Celeron 3965U @ 2.20GHz,1753,3737,16.38
Intel Celeron 3965Y @ 1.50GHz,1201,4164,11.23
Intel Celeron 420 @ 1.60GHz,231,5341,3.3
Intel Celeron 4205U @ 1.80GHz,1350,4034,12.61
Intel Celeron 430 @ 1.80GHz,305,5232,6.98
Intel Celeron 4305U @ 2.20GHz,1562,3869,14.6
Intel Celeron 4305UE @ 2.00GHz,1699,3770,
Intel Celeron 440 @ 2.00GHz,368,5135,8.19
Intel Celeron 450 @ 2.20GHz,433,5045,1.45
Intel Celeron 5205U @ 1.90GHz,1431,3973,13.37
Intel Celeron 530 @ 1.73GHz,268,5281,20.62
Intel Celeron 5305U @ 2.30GHz,1307,4071,10.21
Intel Celeron 540 @ 1.86GHz,305,5229,14.56
Intel Celeron 550 @ 2.00GHz,334,5184,6.09
Intel Celeron 560 @ 2.13GHz,339,5171,4.84
Intel Celeron 570 @ 2.26GHz,344,5163,
Intel Celeron 6305 @ 1.80GHz,2069,3512,
Intel Celeron 6305E @ 1.80GHz,2021,3541,18.89
Intel Celeron 6600HE @ 2.60GHz,3286,2840,27.85
Intel Celeron 6600HLE @ 2.60GHz,3388,2798,
Intel Celeron 723 @ 1.20GHz,213,5361,
Intel Celeron 7305,2534,3219,23.68
Intel Celeron 7305E,2451,3264,22.91
Intel Celeron 743 @ 1.30GHz,275,5270,
Intel Celeron 807 @ 1.50GHz,392,5106,
Intel Celeron 807UE @ 1.00GHz,241,5319,
Intel Celeron 827E @ 1.40GHz,371,5134,
Intel Celeron 847 @ 1.10GHz,509,4976,1.61
Intel Celeron 847E @ 1.10GHz,584,4879,
Intel Celeron 857 @ 1.20GHz,569,4897,
Intel Celeron 867 @ 1.30GHz,588,4870,10.56
Intel Celeron 877 @ 1.40GHz,677,4768,
Intel Celeron 887 @ 1.50GHz,764,4654,
Intel Celeron 900 @ 2.20GHz,409,5077,21.56
Intel Celeron 925 @ 2.30GHz,450,5036,
Intel Celeron @ 1.30GHz,572,4893,
Intel Celeron B710 @ 1.60GHz,106,5509,
Intel Celeron B800 @ 1.50GHz,686,4758,25.43
Intel Celeron B810 @ 1.60GHz,775,4641,28.7
Intel Celeron B815 @ 1.60GHz,757,4664,28.05
Intel Celeron B820 @ 1.70GHz,817,4588,27.91
Intel Celeron B830 @ 1.80GHz,873,4527,17.46
Intel Celeron B840 @ 1.90GHz,975,4418,
Intel Celeron D 347 @ 3.06GHz,232,5336,
Intel Celeron D 352 @ 3.20GHz,274,5273,
Intel Celeron D 356 @ 3.33GHz,251,5304,
Intel Celeron D 360 @ 3.46GHz,372,5133,
Intel Celeron D 420 @ 1.60GHz,313,5219,
Intel Celeron E1200 @ 1.60GHz,516,4965,5.21
Intel Celeron E1400 @ 2.00GHz,735,4697,9.19
Intel Celeron E1500 @ 2.20GHz,626,4830,31.86
Intel Celeron E1600 @ 2.40GHz,840,4570,
Intel Celeron E3200 @ 2.40GHz,900,4495,45.02
Intel Celeron E3300 @ 2.50GHz,853,4552,13.8
Intel Celeron E3400 @ 2.60GHz,893,4501,47.04
Intel Celeron E3500 @ 2.70GHz,935,4459,9.85
Intel Celeron G1101 @ 2.27GHz,1086,4287,54.92
Intel Celeron G1610 @ 2.60GHz,1550,3879,31.64
Intel Celeron G1610T @ 2.30GHz,1333,4049,88.97
Intel Celeron G1620 @ 2.70GHz,1598,3841,32.62
Intel Celeron G1620T @ 2.40GHz,1532,3898,36.48
Intel Celeron G1630 @ 2.80GHz,1707,3762,15.53
Intel Celeron G1820 @ 2.70GHz,1669,3789,16.71
Intel Celeron G1820T @ 2.40GHz,1599,3839,38.07
Intel Celeron G1820TE @ 2.20GHz,1141,4230,
Intel Celeron G1830 @ 2.80GHz,1560,3870,24.0
Intel Celeron G1840 @ 2.80GHz,1784,3713,111.71
Intel Celeron G1840T @ 2.50GHz,1576,3859,
Intel Celeron G1850 @ 2.90GHz,1907,3618,32.32
Intel Celeron G3900 @ 2.80GHz,2154,3461,62.03
Intel Celeron G3900E @ 2.40GHz,2034,3530,19.01
Intel Celeron G3900T @ 2.60GHz,1909,3615,16.97
Intel Celeron G3900TE @ 2.30GHz,1850,3660,44.1
Intel Celeron G3920 @ 2.90GHz,2333,3343,2.15
Intel Celeron G3930 @ 2.90GHz,2253,3397,77.69
Intel Celeron G3930T @ 2.70GHz,2023,3538,51.86
Intel Celeron G3930TE @ 2.70GHz,2218,3421,52.82
Intel Celeron G3950 @ 3.00GHz,2336,3342,16.34
Intel Celeron G440 @ 1.60GHz,420,5063,1.64
Intel Celeron G460 @ 1.80GHz,490,4995,0.88
Intel Celeron G465 @ 1.90GHz,559,4915,15.12
Intel Celeron G470 @ 2.00GHz,577,4887,16.41
Intel Celeron G4900 @ 3.10GHz,2375,3314,34.16
Intel Celeron G4900T @ 2.90GHz,2240,3408,37.37
Intel Celeron G4920 @ 3.20GHz,2548,3212,34.9
Intel Celeron G4930 @ 3.20GHz,2551,3208,51.03
Intel Celeron G4930T @ 3.00GHz,2287,3370,54.45
Intel Celeron G4950 @ 3.30GHz,2714,3110,43.0
Intel Celeron G530 @ 2.40GHz,1148,4224,31.99
Intel Celeron G530T @ 2.00GHz,1056,4331,62.15
Intel Celeron G540 @ 2.50GHz,1182,4189,107.18
Intel Celeron G540T @ 2.10GHz,1137,4236,
Intel Celeron G550 @ 2.60GHz,1275,4099,12.38
Intel Celeron G550T @ 2.20GHz,1074,4305,
Intel Celeron G555 @ 2.70GHz,1427,3980,21.92
Intel Celeron G5900 @ 3.40GHz,2669,3136,
Intel Celeron G5900E @ 3.20GHz,1809,3694,34.13
Intel Celeron G5900T @ 3.20GHz,2192,3436,52.19
Intel Celeron G5905 @ 3.50GHz,2761,3089,56.61
Intel Celeron G5905T @ 3.30GHz,2356,3330,56.11
Intel Celeron G5920 @ 3.50GHz,2577,3192,42.96
Intel Celeron G5925 @ 3.60GHz,2818,3059,39.17
Intel Celeron G6900,4472,2455,34.4
Intel Celeron G6900E,4272,2504,80.61
Intel Celeron G6900T,3668,2694,87.33
Intel Celeron G6900TE,2782,3072,
Intel Celeron J1750 @ 2.41GHz,538,4938,
Intel Celeron J1800 @ 2.41GHz,573,4891,
Intel Celeron J1850 @ 1.99GHz,942,4452,
Intel Celeron J1900 @ 1.99GHz,1152,4217,
Intel Celeron J3060 @ 1.60GHz,670,4779,
Intel Celeron J3160 @ 1.60GHz,1252,4120,
Intel Celeron J3355 @ 2.00GHz,1194,4177,
Intel Celeron J3455 @ 1.50GHz,2237,3413,6.41
Intel Celeron J3455E @ 1.50GHz,2193,3434,
Intel Celeron J4005 @ 2.00GHz,1545,3886,9.15
Intel Celeron J4025 @ 2.00GHz,1452,3951,
Intel Celeron J4105 @ 1.50GHz,2813,3060,26.29
Intel Celeron J4115 @ 1.80GHz,2699,3117,
Intel Celeron J4125 @ 2.00GHz,2936,3012,
Intel Celeron J6412 @ 2.00GHz,3834,2633,71.01
Intel Celeron J6413 @ 1.80GHz,4173,2526,
Intel Celeron M 1.00GHz,149,5457,1.51
Intel Celeron M 1.30GHz,205,5370,
Intel Celeron M 1.50GHz,192,5395,
Intel Celeron M 1.60GHz,190,5398,
Intel Celeron M 1.70GHz,252,5302,
Intel Celeron M 1300MHz,197,5381,
Intel Celeron M 1500MHz,217,5358,
Intel Celeron M 360 1.40GHz,221,5355,
Intel Celeron M 410 @ 1.46GHz,123,5488,
Intel Celeron M 420 @ 1.60GHz,139,5469,
Intel Celeron M 430 @ 1.73GHz,169,5427,
Intel Celeron M 440 @ 1.86GHz,169,5425,
Intel Celeron M 443 @ 1.20GHz,125,5485,
Intel Celeron M 450 @ 2.00GHz,230,5343,
Intel Celeron M 520 @ 1.60GHz,239,5323,
Intel Celeron M 530 @ 1.73GHz,320,5204,
Intel Celeron M 723 @ 1.20GHz,267,5284,
Intel Celeron M 900MHz,123,5489,
Intel Celeron N2805 @ 1.46GHz,335,5182,
Intel Celeron N2806 @ 1.60GHz,486,5000,
Intel Celeron N2807 @ 1.58GHz,495,4990,
Intel Celeron N2808 @ 1.58GHz,495,4991,
Intel Celeron N2810 @ 2.00GHz,396,5099,2.83
Intel Celeron N2815 @ 1.86GHz,492,4992,
Intel Celeron N2820 @ 2.13GHz,507,4977,2.25
Intel Celeron N2830 @ 2.16GHz,545,4927,3.63
Intel Celeron N2840 @ 2.16GHz,584,4877,
Intel Celeron N2910 @ 1.60GHz,788,4627,
Intel Celeron N2920 @ 1.86GHz,941,4454,
Intel Celeron N2930 @ 1.83GHz,1031,4355,
Intel Celeron N2940 @ 1.83GHz,1055,4332,
Intel Celeron N3000 @ 1.04GHz,646,4812,
Intel Celeron N3010 @ 1.04GHz,616,4844,
Intel Celeron N3050 @ 1.60GHz,590,4869,3.47
Intel Celeron N3060 @ 1.60GHz,654,4803,2.32
Intel Celeron N3150 @ 1.60GHz,1180,4191,
Intel Celeron N3160 @ 1.60GHz,1198,4168,3.43
Intel Celeron N3350 @ 1.10GHz,1112,4258,4.04
Intel Celeron N3450 @ 1.10GHz,1979,3566,10.69
Intel Celeron N4000 @ 1.10GHz,1431,3974,13.37
Intel Celeron N4000C @ 1.10GHz,1430,3975,
Intel Celeron N4020 @ 1.10GHz,1536,3894,
Intel Celeron N4020C @ 1.10GHz,1531,3900,
Intel Celeron N4100 @ 1.10GHz,2453,3262,22.92
Intel Celeron N4120 @ 1.10GHz,2457,3260,
Intel Celeron N4500 @ 1.10GHz,1803,3698,
Intel Celeron N4505 @ 2.00GHz,1960,3576,
Intel Celeron N5095 @ 2.00GHz,4006,2579,
Intel Celeron N5095A @ 2.00GHz,4056,2570,
Intel Celeron N5100 @ 1.10GHz,3302,2836,
Intel Celeron N5105 @ 2.00GHz,4003,2580,13.39
Intel Celeron N6210 @ 1.20GHz,1915,3608,35.47
Intel Celeron N6211 @ 1.20GHz,2245,3404,41.57
Intel Celeron P4500 @ 1.87GHz,848,4558,
Intel Celeron P4505 @ 1.87GHz,689,4756,
Intel Celeron P4600 @ 2.00GHz,885,4513,
Intel Celeron SU2300 @ 1.20GHz,458,5029,
Intel Celeron T1600 @ 1.66GHz,562,4912,28.09
Intel Celeron U1900 @ 1.99GHz,1028,4358,
Intel Celeron U3400 @ 1.07GHz,516,4967,
Intel Celeron U3600 @ 1.20GHz,539,4937,
Intel Core 3 100HL,17586,1043,57.47
Intel Core 3 100U,13017,1333,
Intel Core 3 201E,14403,1220,
Intel Core 3 N350,7484,1822,
Intel Core 3 N355,10484,1506,33.93
Intel Core 5 120,21566,816,102.21
Intel Core 5 120F,21477,819,109.58
Intel Core 5 120U,16048,1131,47.2
Intel Core 5 120UL,10558,1502,38.11
Intel Core 5 210H,18541,979,
Intel Core 5 211EF,23988,703,
Intel Core 5 211TE,11685,1417,52.87
Intel Core 5 220H,21473,820,
Intel Core 5 220U,14353,1225,
Intel Core 5 221E,32646,426,140.72
Intel Core 7 150U,14962,1185,
Intel Core 7 160UL,11043,1466,25.92
Intel Core 7 240H,24661,676,
Intel Core 7 250H,25629,633,
Intel Core 7 250U,15093,1181,
Intel Core 7 251TE,30020,498,78.18
Intel Core 7 253PE,31802,445,
Intel Core 860 @ 2.80GHz,2754,3095,24.83
Intel Core 9 270H,28826,531,
Intel Core Duo L2300 @ 1.50GHz,387,5113,
Intel Core Duo L2400 @ 1.66GHz,348,5154,
Intel Core Duo L2500 @ 1.83GHz,404,5087,
Intel Core Duo T2050 @ 1.60GHz,333,5191,
Intel Core Duo T2250 @ 1.73GHz,350,5152,
Intel Core Duo T2300 @ 1.66GHz,325,5202,
Intel Core Duo T2350 @ 1.86GHz,385,5115,
Intel Core Duo T2400 @ 1.83GHz,366,5138,22.87
Intel Core Duo T2450 @ 2.00GHz,411,5075,
Intel Core Duo T2500 @ 2.00GHz,408,5081,3.4
Intel Core Duo T2600 @ 2.16GHz,460,5028,
Intel Core Duo T2700 @ 2.33GHz,498,4984,
Intel Core Duo U2400 @ 1.06GHz,255,5297,
Intel Core Duo U2500 @ 1.20GHz,223,5350,
Intel Core i3-1000NG4 @ 1.10GHz,3519,2743,
Intel Core i3-1005G1 @ 1.20GHz,4823,2378,17.16
Intel Core i3-10100 @ 3.60GHz,8518,1688,61.28
Intel Core i3-10100E @ 3.20GHz,7816,1775,62.53
Intel Core i3-10100F @ 3.60GHz,8715,1666,134.07
Intel Core i3-10100T @ 3.00GHz,7306,1853,59.89
Intel Core i3-10100TE @ 2.30GHz,6371,2026,46.17
Intel Core i3-10100Y @ 1.30GHz,2948,3005,
Intel Core i3-10105 @ 3.70GHz,8257,1715,50.47
Intel Core i3-10105F @ 3.70GHz,8905,1653,88.17
Intel Core i3-10105T @ 3.00GHz,7828,1772,86.99
Intel Core i3-10110U @ 2.10GHz,3837,2631,8.84
Intel Core i3-10110Y @ 1.00GHz,3171,2893,11.05
Intel Core i3-1025G1 @ 1.20GHz,6122,2082,
Intel Core i3-10300 @ 3.70GHz,9290,1611,49.25
Intel Core i3-10300T @ 3.00GHz,7868,1767,79.47
Intel Core i3-10305 @ 3.80GHz,9210,1622,39.77
Intel Core i3-10305T @ 3.00GHz,8512,1691,59.52
Intel Core i3-10320 @ 3.80GHz,9974,1542,83.12
Intel Core i3-10325 @ 3.90GHz,10291,1523,54.13
Intel Core i3-11100B @ 3.60GHz,11357,1444,
Intel Core i3-11100HE @ 2.40GHz,11781,1410,50.56
Intel Core i3-1110G4 @ 1.80GHz,4160,2531,14.8
Intel Core i3-1115G4 @ 3.00GHz,5859,2134,20.85
Intel Core i3-1115G4E @ 3.00GHz,5231,2294,18.36
Intel Core i3-1115GRE @ 3.00GHz,4588,2430,13.58
Intel Core i3-1125G4 @ 2.00GHz,9278,1613,
Intel Core i3-12100,12369,1375,101.39
Intel Core i3-12100E,13535,1292,47.34
Intel Core i3-12100F,13978,1261,155.35
Intel Core i3-12100T,12447,1368,102.02
Intel Core i3-12100TE,10511,1504,84.09
Intel Core i3-1210U,9438,1594,
Intel Core i3-1215U,10254,1524,
Intel Core i3-1215UE,8331,1703,26.62
Intel Core i3-1215UL,7817,1774,27.43
Intel Core i3-1220P,14460,1215,51.46
Intel Core i3-1220PE,16146,1125,54.73
Intel Core i3-12300,14384,1222,100.59
Intel Core i3-12300HL,20321,887,
Intel Core i3-12300T,13097,1326,83.42
Intel Core i3-1305U,8648,1672,27.99
Intel Core i3-13100,14074,1249,84.27
Intel Core i3-13100E,13727,1274,100.2
Intel Core i3-13100F,14663,1202,108.81
Intel Core i3-13100T,12749,1348,95.14
Intel Core i3-13100TE,11248,1456,82.1
Intel Core i3-1315U,11223,1459,36.32
Intel Core i3-1315UE,9252,1618,29.65
Intel Core i3-1315URE,8759,1663,
Intel Core i3-1320PE,11849,1403,37.98
Intel Core i3-1320PRE,17759,1034,52.08
Intel Core i3-14100,15190,1173,79.11
Intel Core i3-14100F,15383,1162,140.32
Intel Core i3-14100T,13611,1286,38.4
Intel Core i3-2100 @ 3.10GHz,1857,3654,47.63
Intel Core i3-2100T @ 2.50GHz,1542,3891,23.86
Intel Core i3-2102 @ 3.10GHz,2029,3534,34.98
Intel Core i3-2105 @ 3.10GHz,1846,3665,16.34
Intel Core i3-21050 @ 3.10GHz,2193,3435,
Intel Core i3-2120 @ 3.30GHz,1979,3565,32.98
Intel Core i3-2120T @ 2.60GHz,1570,3863,39.26
Intel Core i3-2125 @ 3.30GHz,2082,3503,13.7
Intel Core i3-2130 @ 3.40GHz,2067,3513,66.59
Intel Core i3-2140 @ 3.50GHz,2307,3362,
Intel Core i3-2310E @ 2.10GHz,1845,3666,8.2
Intel Core i3-2310M @ 2.10GHz,1221,4149,30.56
Intel Core i3-2312M @ 2.10GHz,1189,4180,
Intel Core i3-2328M @ 2.20GHz,1235,4138,8.23
Intel Core i3-2330E @ 2.20GHz,1823,3681,
Intel Core i3-2330M @ 2.20GHz,1252,4122,31.33
Intel Core i3-2332M @ 2.20GHz,1353,4030,
Intel Core i3-2340UE @ 1.30GHz,976,4416,
Intel Core i3-2348M @ 2.30GHz,1286,4087,
Intel Core i3-2350M @ 2.30GHz,1270,4104,34.28
Intel Core i3-2357M @ 1.30GHz,788,4625,
Intel Core i3-2365M @ 1.40GHz,822,4585,
Intel Core i3-2367M @ 1.40GHz,849,4555,
Intel Core i3-2370M @ 2.40GHz,1371,4019,36.06
Intel Core i3-2375M @ 1.50GHz,898,4498,
Intel Core i3-2377M @ 1.50GHz,872,4529,
Intel Core i3-3110M @ 2.40GHz,1654,3802,23.65
Intel Core i3-3120M @ 2.50GHz,1710,3761,15.55
Intel Core i3-3130M @ 2.60GHz,1906,3620,
Intel Core i3-3210 @ 3.20GHz,2228,3416,14.02
Intel Core i3-3217U @ 1.80GHz,1227,4145,6.16
Intel Core i3-3217UE @ 1.60GHz,1362,4024,
Intel Core i3-3220 @ 3.30GHz,2274,3381,45.53
Intel Core i3-3220T @ 2.80GHz,1953,3584,15.14
Intel Core i3-3225 @ 3.30GHz,2279,3378,13.65
Intel Core i3-3227U @ 1.90GHz,1301,4076,
Intel Core i3-3229Y @ 1.40GHz,1014,4374,
Intel Core i3-3240 @ 3.40GHz,2353,3334,57.4
Intel Core i3-3240T @ 2.90GHz,2082,3502,
Intel Core i3-3245 @ 3.40GHz,2419,3291,22.19
Intel Core i3-3250 @ 3.50GHz,2464,3255,27.37
Intel Core i3-3250T @ 3.00GHz,2650,3146,
Intel Core i3-330E @ 2.13GHz,1260,4113,
Intel Core i3-330M @ 2.13GHz,1031,4354,10.42
Intel Core i3-330UM @ 1.20GHz,543,4928,
Intel Core i3-350M @ 2.27GHz,1092,4276,37.67
Intel Core i3-370M @ 2.40GHz,1172,4196,39.13
Intel Core i3-380M @ 2.53GHz,1212,4157,9.32
Intel Core i3-380UM @ 1.33GHz,748,4678,
Intel Core i3-390M @ 2.67GHz,1292,4084,33.17
Intel Core i3-4000M @ 2.40GHz,1799,3701,30.95
Intel Core i3-4005U @ 1.70GHz,1650,3807,
Intel Core i3-4010U @ 1.70GHz,1658,3798,13.27
Intel Core i3-4010Y @ 1.30GHz,1358,4026,
Intel Core i3-4012Y @ 1.50GHz,1278,4094,
Intel Core i3-4020Y @ 1.50GHz,1448,3956,
Intel Core i3-4025U @ 1.90GHz,1954,3581,
Intel Core i3-4030U @ 1.90GHz,1872,3647,
Intel Core i3-4030Y @ 1.60GHz,1654,3801,
Intel Core i3-4100E @ 2.40GHz,1848,3662,8.22
Intel Core i3-4100M @ 2.50GHz,2535,3218,11.6
Intel Core i3-4100U @ 1.80GHz,1926,3598,
Intel Core i3-4110M @ 2.60GHz,2678,3127,
Intel Core i3-4110U @ 1.90GHz,1860,3653,
Intel Core i3-4120U @ 2.00GHz,1948,3587,
Intel Core i3-4130 @ 3.40GHz,3336,2823,33.71
Intel Core i3-4130T @ 2.90GHz,2868,3041,143.49
Intel Core i3-4150 @ 3.50GHz,3403,2786,97.24
Intel Core i3-4150T @ 3.00GHz,2892,3029,6.93
Intel Core i3-4158U @ 2.00GHz,1874,3645,
Intel Core i3-4160 @ 3.60GHz,3502,2750,57.45
Intel Core i3-4160T @ 3.10GHz,3089,2935,51.49
Intel Core i3-4170 @ 3.70GHz,3573,2723,36.11
Intel Core i3-4170T @ 3.20GHz,3139,2909,41.88
Intel Core i3-4330 @ 3.50GHz,3484,2754,79.81
Intel Core i3-4330T @ 3.00GHz,3105,2930,
Intel Core i3-4330TE @ 2.40GHz,2022,3539,
Intel Core i3-4340 @ 3.60GHz,3490,2753,52.08
Intel Core i3-4350 @ 3.60GHz,3611,2716,27.77
Intel Core i3-4350T @ 3.10GHz,3142,2908,
Intel Core i3-4360 @ 3.70GHz,3639,2704,85.26
Intel Core i3-4360T @ 3.20GHz,3294,2839,
Intel Core i3-4370 @ 3.80GHz,3858,2623,93.79
Intel Core i3-4370T @ 3.30GHz,3361,2815,24.35
Intel Core i3-4570T @ 2.90GHz,3244,2860,
Intel Core i3-5005U @ 2.00GHz,2011,3552,6.53
Intel Core i3-5010U @ 2.10GHz,2156,3460,7.19
Intel Core i3-5015U @ 2.10GHz,2003,3555,
Intel Core i3-5020U @ 2.20GHz,2236,3414,4.87
Intel Core i3-5157U @ 2.50GHz,2593,3181,
Intel Core i3-530 @ 2.93GHz,1517,3913,35.95
Intel Core i3-540 @ 3.07GHz,1557,3877,15.66
Intel Core i3-550 @ 3.20GHz,1632,3818,12.56
Intel Core i3-560 @ 3.33GHz,1642,3812,18.26
Intel Core i3-6006U @ 2.00GHz,2276,3380,
Intel Core i3-6098P @ 3.60GHz,3971,2587,67.3
Intel Core i3-6100 @ 3.70GHz,4095,2557,194.54
Intel Core i3-6100E @ 2.70GHz,3315,2830,
Intel Core i3-6100H @ 2.70GHz,3003,2980,
Intel Core i3-6100T @ 3.20GHz,3636,2706,84.58
Intel Core i3-6100TE @ 2.70GHz,3152,2905,
Intel Core i3-6100U @ 2.30GHz,2632,3155,4.97
Intel Core i3-6102E @ 1.90GHz,2349,3336,10.44
Intel Core i3-6157U @ 2.40GHz,2788,3069,
Intel Core i3-6167U @ 2.70GHz,3128,2913,
Intel Core i3-6300 @ 3.80GHz,4342,2491,43.33
Intel Core i3-6300T @ 3.30GHz,3985,2584,39.85
Intel Core i3-6320 @ 3.90GHz,4431,2468,45.87
Intel Core i3-7020U @ 2.30GHz,2570,3195,9.14
Intel Core i3-7100 @ 3.90GHz,4310,2497,55.26
Intel Core i3-7100H @ 3.00GHz,3450,2765,15.34
Intel Core i3-7100T @ 3.40GHz,3762,2661,44.26
Intel Core i3-7100U @ 2.40GHz,2723,3105,5.89
Intel Core i3-7101E @ 3.90GHz,4430,2469,37.87
Intel Core i3-7101TE @ 3.40GHz,3956,2592,33.81
Intel Core i3-7102E @ 2.10GHz,2599,3178,11.55
Intel Core i3-7130U @ 2.70GHz,3039,2959,6.61
Intel Core i3-7167U @ 2.80GHz,3368,2812,
Intel Core i3-7300 @ 4.00GHz,4519,2443,49.66
Intel Core i3-7300T @ 3.50GHz,4140,2536,32.1
Intel Core i3-7320 @ 4.10GHz,4767,2388,44.56
Intel Core i3-7350K @ 4.20GHz,4886,2367,28.91
Intel Core i3-8100 @ 3.60GHz,6071,2091,177.31
Intel Core i3-8100B @ 3.60GHz,5920,2127,44.51
Intel Core i3-8100H @ 3.00GHz,4435,2465,19.71
Intel Core i3-8100T @ 3.10GHz,5267,2284,61.96
Intel Core i3-8109U @ 3.00GHz,4186,2523,8.37
Intel Core i3-8121U @ 2.20GHz,4271,2506,14.73
Intel Core i3-8130U @ 2.20GHz,3524,2740,12.54
Intel Core i3-8140U @ 2.10GHz,3919,2603,
Intel Core i3-8145U @ 2.10GHz,3779,2654,13.45
Intel Core i3-8145UE @ 2.20GHz,4010,2577,14.27
Intel Core i3-8300 @ 3.70GHz,6368,2029,91.18
Intel Core i3-8300T @ 3.20GHz,5378,2255,33.84
Intel Core i3-8350K @ 4.00GHz,6915,1929,44.39
Intel Core i3-9100 @ 3.60GHz,6595,1982,83.48
Intel Core i3-9100E @ 3.10GHz,6539,1997,
Intel Core i3-9100F @ 3.60GHz,6704,1968,102.05
Intel Core i3-9100HL @ 1.60GHz,3454,2762,15.35
Intel Core i3-9100T @ 3.10GHz,5616,2192,46.03
Intel Core i3-9100TE @ 2.20GHz,4589,2429,37.62
Intel Core i3-9300 @ 3.70GHz,7075,1895,55.79
Intel Core i3-9300T @ 3.20GHz,6323,2043,44.22
Intel Core i3-9320 @ 3.70GHz,7358,1845,34.12
Intel Core i3-9350K @ 4.00GHz,7596,1808,50.85
Intel Core i3-9350KF @ 4.00GHz,7602,1807,54.69
Intel Core i3-N300,8142,1732,26.35
Intel Core i3-N305,9577,1581,30.99
Intel Core i5 750S @ 2.40GHz,1326,4055,9.47
Intel Core i5 E 520 @ 2.40GHz,1619,3823,
Intel Core i5-10200H @ 2.40GHz,7974,1761,31.9
Intel Core i5-10210U @ 1.60GHz,6068,2093,8.64
Intel Core i5-10210Y @ 1.00GHz,4142,2534,
Intel Core i5-10300H @ 2.50GHz,8198,1724,32.79
Intel Core i5-1030NG7 @ 1.10GHz,5605,2196,
Intel Core i5-10310U @ 1.70GHz,5875,2131,19.78
Intel Core i5-1035G1 @ 1.00GHz,7158,1884,24.1
Intel Core i5-1035G4 @ 1.10GHz,7661,1801,24.79
Intel Core i5-1035G7 @ 1.20GHz,8014,1753,25.04
Intel Core i5-1038NG7 @ 2.00GHz,8803,1662,27.51
Intel Core i5-10400 @ 2.90GHz,11981,1394,99.02
Intel Core i5-10400F @ 2.90GHz,12110,1389,116.24
Intel Core i5-10400H @ 2.60GHz,8261,1713,33.05
Intel Core i5-10400T @ 2.00GHz,9781,1566,53.74
Intel Core i5-10500 @ 3.10GHz,13018,1332,95.18
Intel Core i5-10500E @ 3.10GHz,11368,1441,58.3
Intel Core i5-10500H @ 2.50GHz,10980,1473,43.92
Intel Core i5-10500T @ 2.30GHz,10160,1529,101.61
Intel Core i5-10500TE @ 2.30GHz,8864,1659,45.45
Intel Core i5-10505 @ 3.20GHz,11987,1393,
Intel Core i5-10600 @ 3.30GHz,13573,1288,41.13
Intel Core i5-10600K @ 4.10GHz,14240,1232,91.88
Intel Core i5-10600KF @ 4.10GHz,14133,1245,60.72
Intel Core i5-10600T @ 2.40GHz,11537,1429,54.16
Intel Core i5-11260H @ 2.60GHz,15410,1160,61.64
Intel Core i5-11300H @ 3.10GHz,10767,1491,34.85
Intel Core i5-1130G7 @ 1.10GHz,8199,1723,26.53
Intel Core i5-11320H @ 3.20GHz,10844,1484,35.09
Intel Core i5-1135G7 @ 2.40GHz,9400,1601,30.42
Intel Core i5-11400 @ 2.60GHz,16662,1095,134.76
Intel Core i5-11400F @ 2.60GHz,16894,1083,187.73
Intel Core i5-11400H @ 2.70GHz,15247,1170,60.99
Intel Core i5-11400T @ 1.30GHz,13042,1331,71.66
Intel Core i5-1140G7 @ 1.10GHz,8471,1695,
Intel Core i5-1145G7 @ 2.60GHz,9254,1617,
Intel Core i5-1145G7E @ 2.60GHz,9064,1640,29.05
Intel Core i5-1145GRE @ 2.60GHz,8207,1721,22.67
